payment_id,trip_id,amount,method,status,payment_time
38,38,74.51,card,completed,2023-04-21 21:42:49
39,39,84.66,wallet,failed,2023-05-11 07:40:32
40,40,20.56,wallet,completed,2023-06-28 12:40:22
41,41,21.78,cash,completed,2024-10-03 23:34:28
42,42,27.71,card,failed,2023-01-31 08:46:39
43,43,16.34,card,completed,2024-12-01 15:22:52
44,44,40.17,card,completed,2024-05-19 07:24:24
45,45,67.1,cash,completed,2023-11-30 04:49:27
46,46,63.89,card,completed,2023-11-27 12:02:50
47,47,28.86,wallet,completed,2024-04-09 17:40:39
48,48,15.53,card,completed,2024-03-24 23:23:40
49,49,43.17,card,completed,2023-11-14 14:01:28
50,50,41.58,wallet,completed,2024-10-26 02:51:30
51,51,66.43,cash,completed,2024-08-09 10:01:46
52,52,86.68,cash,completed,2024-03-10 07:13:51
53,53,17.33,cash,completed,2024-07-25 12:40:43
54,54,37.09,cash,completed,2023-05-06 16:18:46
55,55,70.66,wallet,completed,2023-05-05 20:52:25
56,56,20.87,wallet,completed,2024-12-20 04:14:52
57,57,74.25,card,completed,2024-04-18 01:22:15
58,58,15.39,cash,completed,2024-02-09 16:39:50
59,59,54.05,card,completed,2023-12-07 23:24:55
60,60,44.02,card,completed,2023-06-01 06:42:16
61,61,54.41,card,completed,2024-06-07 13:01:30
62,62,67.21,wallet,completed,2023-08-03 08:52:09
63,63,72.93,card,completed,2024-02-07 03:47:24
64,64,63.41,card,completed,2023-09-27 22:26:18
65,65,36.06,card,completed,2024-03-22 13:25:17
66,66,69.06,cash,completed,2024-01-26 20:28:11
67,67,48.56,card,completed,2024-06-23 05:36:27
68,68,78.55,cash,completed,2024-08-25 11:09:34
69,69,56.38,cash,completed,2023-04-01 07:57:53
70,70,48.94,card,completed,2024-09-13 12:58:22
71,71,39.22,wallet,completed,2023-07-24 13:54:38
72,72,34.95,card,completed,2024-03-06 17:58:21
73,73,84.02,card,completed,2023-05-23 00:31:56
74,74,37.61,cash,completed,2023-07-02 11:25:59
75,75,31.23,cash,completed,2023-07-13 23:41:36
76,76,61.69,wallet,failed,2023-03-03 00:07:51
77,77,36.96,cash,completed,2024-10-20 16:45:47
78,78,46.3,cash,completed,2024-01-17 05:35:29
79,79,49.44,cash,completed,2023-02-12 02:21:42
80,80,68.86,cash,completed,2023-09-27 18:29:07
81,81,14.6,wallet,completed,2024-02-07 12:59:38
82,82,70.3,wallet,completed,2024-03-27 07:15:41
83,83,35.7,card,completed,2023-07-04 05:15:39
84,84,40.05,card,failed,2023-06-13 13:14:35
85,85,80.02,card,completed,2023-12-17 02:34:50
86,86,50.99,card,completed,2024-07-13 21:43:26
87,87,53.55,card,completed,2023-04-24 07:43:27
88,88,54.16,card,completed,2024-01-24 01:26:42
89,89,76.31,cash,completed,2024-09-02 00:22:01
90,90,67.84,cash,completed,2024-06-20 09:16:28
91,91,44.49,card,completed,2023-12-16 10:56:05
92,92,40.39,card,completed,2024-09-21 04:12:25
93,93,28.32,cash,completed,2024-03-24 02:04:00
94,94,73.28,wallet,completed,2023-09-10 13:08:19
95,95,80.13,wallet,completed,2024-04-21 16:15:18
96,96,77.88,wallet,completed,2023-11-24 16:04:45
97,97,31.23,cash,completed,2023-09-24 22:09:36
98,98,67.23,wallet,completed,2023-11-04 04:32:17
99,99,27.04,cash,completed,2024-03-31 21:51:39
100,100,78.21,wallet,completed,2024-07-19 07:07:40
101,101,16.13,card,completed,2023-06-13 13:40:13
102,102,74.08,card,completed,2023-01-21 12:48:39
103,103,76.08,card,completed,2024-04-25 02:45:34
104,104,63.61,wallet,completed,2023-07-12 04:43:19
105,105,69.2,wallet,completed,2023-01-23 04:51:27
106,106,54.74,card,completed,2024-11-07 11:22:13
107,107,61.44,wallet,completed,2023-05-18 13:10:07
108,108,39.04,card,completed,2024-02-11 14:55:52
109,109,34.34,wallet,completed,2024-09-17 01:14:24
110,110,61.35,card,completed,2023-01-09 04:59:29
111,111,81.64,wallet,failed,2023-12-31 11:16:01
112,112,64.2,card,completed,2023-08-21 17:27:41
113,113,76.01,card,completed,2024-03-01 19:59:57
114,114,46.06,cash,completed,2023-05-07 20:30:50
115,115,50.7,cash,completed,2023-03-03 13:35:35
116,116,70.99,card,completed,2024-06-23 00:52:28
117,117,30.09,wallet,completed,2023-05-27 01:56:08
118,118,58.59,card,completed,2024-04-24 20:12:39
119,119,20.89,cash,completed,2023-04-29 04:47:07
120,120,18.59,wallet,completed,2023-04-08 04:01:58
121,121,32.44,card,completed,2024-01-19 09:26:23
122,122,41.53,wallet,completed,2023-12-27 04:55:17
123,123,16.14,cash,completed,2023-02-13 13:26:49
124,124,47.48,cash,completed,2024-11-26 18:29:20
125,125,80.7,cash,completed,2024-07-09 03:18:52
126,126,20.77,wallet,failed,2023-06-04 17:32:55
127,127,40.77,card,failed,2023-10-30 06:44:39
128,128,33.74,cash,completed,2024-08-01 11:33:20
129,129,23.17,cash,completed,2023-10-07 23:13:23
130,130,68.95,card,completed,2023-12-04 06:09:35
131,131,66.91,wallet,completed,2024-09-04 23:15:22
132,132,30.36,wallet,completed,2023-10-16 12:24:22
133,133,23.05,cash,completed,2024-12-24 01:21:44
134,134,54.38,cash,completed,2024-02-21 15:35:02
135,135,82.97,cash,completed,2024-05-15 18:00:19
136,136,22.46,wallet,completed,2024-06-19 09:08:03
137,137,52.83,card,completed,2024-07-02 21:27:46
138,138,45.97,wallet,completed,2024-02-27 06:40:17
139,139,53.73,card,completed,2024-10-30 10:56:01
140,140,68.36,card,completed,2024-02-25 17:01:00
141,141,33.22,card,completed,2023-05-25 02:45:35
142,142,66.72,cash,completed,2024-07-14 00:44:50
143,143,35.88,wallet,completed,2024-08-17 19:05:05
144,144,13.05,wallet,completed,2023-03-27 19:46:02
145,145,42.2,card,completed,2024-11-09 11:29:08
146,146,55.28,wallet,completed,2024-05-13 12:12:05
147,147,51.13,cash,completed,2023-07-18 19:21:24
148,148,20.26,card,completed,2024-05-24 08:39:14
149,149,45.45,cash,completed,2023-10-08 08:56:57
150,150,19.43,cash,completed,2024-10-01 18:47:03
151,151,31.63,card,completed,2023-06-17 17:47:07
152,152,62.28,card,completed,2024-02-13 17:44:48
153,153,68.42,wallet,completed,2024-03-09 13:18:49
154,154,24.75,cash,completed,2024-06-29 17:40:20
155,155,50.45,card,completed,2024-01-28 00:57:19
156,156,72.57,wallet,completed,2024-12-02 00:18:21
157,157,35.58,cash,completed,2024-10-03 17:58:41
158,158,33.8,wallet,completed,2024-08-17 18:36:08
159,159,77.52,wallet,completed,2023-11-05 10:26:16
160,160,82.38,card,completed,2023-04-15 22:41:48
161,161,39.62,cash,completed,2024-08-22 07:23:56
162,162,18.46,cash,completed,2024-03-19 06:53:34
163,163,30.48,wallet,completed,2023-07-25 20:17:15
164,164,28.66,card,completed,2024-03-19 03:29:05
165,165,73.7,cash,completed,2024-09-07 21:31:19
166,166,29.88,card,completed,2024-09-28 13:08:18
167,167,74.5,card,completed,2023-03-03 00:12:28
168,168,75.97,card,completed,2024-12-23 14:08:37
169,169,52.28,card,completed,2024-04-12 20:01:58
170,170,38.79,card,completed,2023-09-06 01:15:30
171,171,87.41,cash,completed,2023-02-09 06:36:27
172,172,28.87,cash,completed,2024-01-28 01:06:13
173,173,61.67,wallet,completed,2023-09-19 03:15:44
174,174,68.71,wallet,completed,2023-03-08 02:42:14
175,175,43.97,card,completed,2024-01-09 14:08:42
176,176,35.95,card,completed,2024-04-23 11:52:47
177,177,23.95,card,completed,2023-09-09 05:54:47
178,178,37.06,card,completed,2023-10-11 17:59:56
179,179,83.55,wallet,completed,2023-05-12 11:59:48
180,180,24.07,card,completed,2023-12-09 03:01:00
181,181,26.34,wallet,completed,2024-08-11 14:08:53
182,182,9.99,cash,completed,2024-12-20 19:51:37
183,183,29.29,cash,completed,2023-12-16 14:37:20
184,184,54.51,cash,completed,2024-02-29 11:11:08
185,185,44.87,cash,completed,2024-06-23 22:21:54
186,186,23.7,cash,failed,2023-07-18 10:46:05
187,187,18.8,wallet,completed,2023-02-11 06:27:50
188,188,70.71,cash,completed,2024-11-02 07:40:21
189,189,79.84,wallet,completed,2023-10-23 17:43:05
190,190,79.11,wallet,completed,2023-03-10 09:13:27
191,191,32.46,cash,completed,2023-01-31 21:45:18
192,192,32.34,card,completed,2023-05-02 23:02:24
193,193,56.06,wallet,completed,2024-01-25 08:36:16
194,194,23.25,card,completed,2024-09-24 22:12:57
195,195,45.48,cash,completed,2023-04-17 14:54:28
196,196,34.81,card,completed,2024-04-30 21:42:25
197,197,55.3,card,completed,2024-12-07 15:36:48
198,198,29.82,cash,completed,2024-03-27 08:13:50
199,199,86.19,card,completed,2023-12-01 01:57:46
200,200,24.02,cash,completed,2023-02-22 17:13:43
201,201,80.96,card,completed,2024-08-17 13:10:34
202,202,86.95,cash,completed,2024-12-26 07:56:24
203,203,63.65,card,completed,2023-03-24 22:51:49
204,204,58.7,card,completed,2024-04-15 10:15:10
205,205,42.32,card,completed,2023-10-07 01:27:00
206,206,78.35,cash,completed,2024-07-07 01:50:54
207,207,39.16,card,completed,2023-05-08 05:55:57
208,208,81.41,card,completed,2023-11-17 20:25:55
209,209,49.03,card,completed,2023-05-18 13:33:36
210,210,56.77,cash,completed,2023-11-29 02:56:56
211,211,54.17,card,completed,2023-09-01 01:39:55
212,212,71.45,cash,completed,2024-02-09 10:11:09
213,213,53.16,wallet,completed,2024-02-22 19:27:27
214,214,74.93,wallet,failed,2023-05-28 11:37:00
215,215,79.66,card,completed,2023-05-10 08:04:06
216,216,26.51,card,completed,2023-12-27 03:04:16
217,217,55.34,card,completed,2024-08-27 21:41:02
218,218,49.51,card,completed,2023-12-17 05:18:17
219,219,57.8,cash,completed,2023-12-20 04:22:33
220,220,24.57,card,completed,2023-05-08 10:00:12
221,221,35.66,wallet,failed,2023-10-09 21:58:18
222,222,15.92,wallet,completed,2023-05-05 05:30:45
223,223,28.92,cash,completed,2024-11-07 19:30:35
224,224,66.84,cash,completed,2023-11-22 22:17:10
225,225,53.57,card,completed,2023-04-02 07:45:53
226,226,78.39,wallet,completed,2024-01-22 13:29:03
227,227,48.67,cash,completed,2023-06-18 11:55:17
228,228,46.16,wallet,completed,2024-04-11 02:49:50
229,229,56.54,cash,completed,2023-02-08 00:29:45
230,230,37.24,cash,completed,2024-06-02 02:39:00
231,231,33.73,wallet,completed,2023-03-26 14:48:46
232,232,85.56,card,completed,2023-12-20 17:24:44
233,233,71.55,wallet,completed,2023-09-08 18:43:07
234,234,64.26,card,completed,2023-08-16 11:37:50
235,235,30.04,card,completed,2023-11-18 09:52:23
236,236,85.5,card,completed,2024-01-11 16:59:53
237,237,58.08,card,completed,2024-04-17 23:08:09
238,238,68.25,card,completed,2024-04-22 04:12:42
239,239,37.41,wallet,completed,2023-05-20 18:49:49
240,240,22.49,cash,completed,2023-01-19 15:46:46
241,241,65.28,wallet,completed,2023-11-18 14:27:10
242,242,16.14,card,completed,2024-06-19 23:39:01
243,243,30.75,wallet,completed,2024-08-18 18:46:26
244,244,20.96,wallet,completed,2024-04-23 11:13:53
245,245,60.73,wallet,completed,2024-12-12 15:31:01
246,246,44.63,cash,completed,2023-12-24 19:33:26
247,247,29.05,cash,completed,2024-07-30 19:14:52
248,248,56.83,wallet,completed,2024-03-07 06:00:11
249,249,35.42,card,completed,2023-04-27 00:03:42
250,250,59.11,cash,completed,2024-03-19 12:54:09
251,251,22.53,wallet,completed,2024-07-01 20:05:52
252,252,70.22,cash,completed,2024-11-12 06:12:24
253,253,11.19,cash,completed,2023-05-16 22:42:26
254,254,72.16,card,completed,2024-01-29 00:32:29
255,255,51.95,card,completed,2024-12-18 10:33:14
256,256,91.22,cash,completed,2024-08-20 17:27:22
257,257,46.15,cash,completed,2023-06-09 09:56:53
258,258,60.97,cash,completed,2023-01-04 05:30:48
259,259,62.42,cash,completed,2023-12-29 15:48:51
260,260,82.98,wallet,completed,2024-03-24 15:51:44
261,261,66.64,card,completed,2023-08-11 14:34:11
262,262,10.34,cash,completed,2023-04-27 00:03:24
263,263,49.55,cash,completed,2023-03-21 12:50:49
264,264,32.92,card,completed,2024-03-21 22:02:54
265,265,73.79,card,completed,2023-02-09 10:08:16
266,266,58.73,cash,completed,2023-02-11 19:09:08
267,267,62.12,cash,completed,2024-10-11 12:35:14
268,268,57.16,cash,completed,2024-07-07 18:29:40
269,269,74.28,wallet,completed,2023-12-28 17:59:26
270,270,60.39,wallet,completed,2023-03-17 13:44:49
271,271,74.73,wallet,completed,2023-06-29 23:51:35
272,272,41.54,cash,completed,2023-05-23 10:48:56
273,273,15.13,wallet,failed,2024-01-14 16:01:03
274,274,60.37,card,completed,2023-08-08 06:34:31
275,275,41.46,wallet,completed,2024-09-27 01:27:25
276,276,43.78,wallet,completed,2024-02-18 20:09:49
277,277,38.78,wallet,completed,2023-05-04 13:23:10
278,278,38.14,card,completed,2024-09-01 05:37:19
279,279,84.27,card,completed,2024-05-29 16:57:15
280,280,56.21,wallet,completed,2024-04-04 23:31:15
281,281,20.83,wallet,completed,2023-08-28 07:09:07
282,282,59.19,cash,completed,2024-09-28 19:55:17
283,283,73.79,wallet,completed,2024-09-26 15:02:36
284,284,29.98,wallet,completed,2024-05-28 08:13:19
285,285,32.8,cash,failed,2023-06-02 00:03:24
286,286,38.28,cash,completed,2024-12-14 10:38:40
287,287,23.93,card,completed,2024-04-19 23:48:49
288,288,55.82,card,completed,2024-11-30 22:12:06
289,289,57.56,cash,completed,2024-11-03 09:40:17
290,290,27.96,wallet,completed,2024-07-06 20:58:21
291,291,82.07,wallet,completed,2023-05-27 05:50:09
292,292,30.17,card,completed,2023-08-13 02:39:12
293,293,65.62,card,completed,2023-04-22 21:27:40
294,294,78.94,card,failed,2023-04-17 14:53:16
295,295,46.21,card,completed,2024-12-23 14:53:15
296,296,42.84,card,failed,2023-10-26 20:29:07
297,297,54.37,wallet,completed,2024-10-19 18:41:06
298,298,57.99,wallet,completed,2023-01-27 00:21:28
299,299,60.65,cash,completed,2024-06-20 08:21:07
300,300,51.68,card,completed,2023-08-06 01:45:23
301,301,85.9,card,completed,2024-01-03 00:15:08
302,302,46.02,cash,completed,2024-04-21 04:14:38
303,303,38.12,cash,completed,2024-02-03 05:21:58
304,304,50.29,cash,completed,2023-05-11 02:47:42
305,305,49.12,card,completed,2023-07-22 07:28:43
306,306,39.16,cash,completed,2024-09-20 07:52:36
307,307,63.59,card,completed,2024-10-23 09:10:23
308,308,74.03,card,completed,2024-07-29 21:39:29
309,309,31.31,card,completed,2023-12-13 23:11:06
310,310,21.88,card,completed,2023-05-21 11:46:39
311,311,69.97,cash,completed,2024-10-12 15:21:38
312,312,58.34,wallet,failed,2024-07-17 22:24:14
313,313,19.11,wallet,failed,2024-05-13 21:24:52
314,314,79.78,wallet,completed,2024-01-05 22:23:24
315,315,51.67,cash,completed,2023-10-23 00:47:59
316,316,43.56,card,completed,2023-01-10 05:31:35
317,317,84.1,card,completed,2023-03-17 15:49:08
318,318,39.72,wallet,completed,2024-05-21 12:26:23
319,319,71.66,cash,completed,2024-05-23 06:32:34
320,320,53.44,card,completed,2024-06-05 21:48:04
321,321,16.12,wallet,completed,2023-09-01 08:41:22
322,322,47.12,wallet,completed,2023-03-17 22:18:12
323,323,16.37,cash,completed,2023-07-15 16:21:01
324,324,65.95,wallet,completed,2024-11-25 10:11:07
325,325,63.52,cash,completed,2024-10-27 06:07:50
326,326,26.74,wallet,completed,2024-11-26 23:03:51
327,327,69.39,card,completed,2024-05-11 04:19:54
328,328,29.21,wallet,completed,2023-07-19 21:46:06
329,329,26.55,card,completed,2023-09-16 09:36:01
330,330,22.61,cash,completed,2024-12-22 06:40:11
331,331,63.2,wallet,completed,2024-02-24 23:12:49
332,332,13.32,cash,completed,2023-07-21 04:39:24
333,333,60.61,card,completed,2023-01-15 14:48:03
334,334,34.74,wallet,completed,2023-10-31 07:56:45
335,335,52.42,cash,completed,2024-02-05 08:22:07
336,336,78.95,cash,completed,2024-02-24 13:06:44
337,337,87.15,card,completed,2023-04-05 04:12:59
338,338,33.81,wallet,completed,2023-11-08 04:10:04
339,339,60.64,card,completed,2024-10-15 09:20:40
340,340,67.35,cash,completed,2023-10-26 10:29:47
341,341,39.53,wallet,completed,2024-01-13 21:32:00
342,342,24.17,wallet,completed,2023-05-30 23:37:33
343,343,47.61,wallet,completed,2024-01-24 03:50:15
344,344,15.09,wallet,completed,2023-02-13 13:50:50
345,345,31.23,wallet,completed,2024-06-10 17:47:12
346,346,65.57,cash,completed,2023-01-29 16:40:58
347,347,18.79,card,completed,2023-07-08 12:48:50
348,348,63.26,wallet,completed,2024-09-29 12:36:16
349,349,62.59,card,completed,2024-09-27 06:18:00
350,350,68.18,card,completed,2024-09-16 20:29:02
351,351,47.8,wallet,completed,2023-09-09 20:50:38
352,352,18.2,cash,completed,2024-04-05 16:37:37
353,353,29.63,card,completed,2023-05-11 13:51:41
354,354,53.78,wallet,completed,2023-04-14 14:53:48
355,355,15.03,cash,completed,2023-01-13 04:28:13
356,356,67.59,card,completed,2023-11-20 07:53:41
357,357,81.3,wallet,completed,2024-02-11 08:01:45
358,358,53.57,wallet,completed,2024-04-08 03:39:54
359,359,30.21,wallet,completed,2023-09-28 05:13:37
360,360,83.55,cash,completed,2024-04-25 18:12:21
361,361,36.66,cash,completed,2024-08-21 08:49:57
362,362,56.07,cash,completed,2024-06-16 07:07:09
363,363,32.09,wallet,completed,2023-02-12 00:24:51
364,364,26.27,card,completed,2024-09-17 10:11:08
365,365,56.33,cash,completed,2023-05-03 19:22:01
366,366,46.18,wallet,completed,2023-12-12 12:55:44
367,367,35.39,wallet,completed,2023-06-28 18:02:22
368,368,25.63,cash,completed,2024-11-06 16:31:21
369,369,80.31,cash,completed,2023-02-12 05:30:32
370,370,22.73,card,completed,2023-10-18 02:39:59
371,371,49.7,cash,completed,2023-09-18 21:42:06
372,372,26.33,card,completed,2024-10-23 12:43:55
373,373,77.84,cash,completed,2024-04-13 21:09:25
374,374,48.47,card,completed,2023-03-09 04:48:54
375,375,66.56,cash,completed,2024-10-12 03:35:22
376,376,77.72,wallet,completed,2023-09-12 05:51:19
377,377,9.63,card,completed,2024-11-28 16:56:37
378,378,48.0,wallet,completed,2023-01-27 03:20:57
379,379,19.73,wallet,completed,2023-03-18 03:45:15
380,380,25.96,cash,completed,2023-06-19 08:29:07
381,381,44.58,wallet,completed,2024-06-03 16:25:39
382,382,76.94,wallet,completed,2023-12-20 07:45:49
383,383,14.11,wallet,completed,2024-05-01 21:30:11
384,384,20.11,cash,completed,2024-11-25 00:01:30
385,385,73.7,cash,completed,2024-06-26 05:49:16
386,386,15.95,wallet,completed,2024-04-26 22:49:24
387,387,33.83,wallet,completed,2024-11-20 17:39:28
388,388,60.24,wallet,completed,2023-10-12 15:24:22
389,389,20.18,cash,completed,2023-04-18 12:40:16
390,390,41.57,cash,completed,2024-08-08 01:02:17
391,391,32.36,cash,completed,2023-08-04 06:47:48
392,392,77.43,cash,completed,2024-01-01 05:46:21
393,393,80.57,card,failed,2024-04-27 08:18:14
394,394,78.65,card,completed,2024-11-23 19:16:51
395,395,21.65,card,completed,2023-05-08 23:53:53
396,396,80.33,wallet,completed,2023-08-16 17:52:28
397,397,39.48,card,completed,2023-12-11 19:23:03
398,398,56.66,card,failed,2024-09-14 22:43:37
399,399,52.01,card,completed,2024-05-24 09:04:42
400,400,56.34,wallet,completed,2024-10-15 23:26:00
401,401,37.53,card,completed,2024-09-05 01:26:59
402,402,81.1,cash,completed,2023-04-26 05:57:37
403,403,59.39,cash,completed,2023-05-22 14:32:17
404,404,49.87,card,completed,2023-07-04 19:25:36
405,405,12.5,cash,completed,2023-05-24 07:53:56
406,406,52.16,card,completed,2023-10-17 16:27:17
407,407,82.73,card,completed,2024-12-24 05:15:57
408,408,65.11,card,completed,2023-01-04 09:04:05
409,409,73.32,card,completed,2024-08-08 19:46:31
410,410,73.31,wallet,completed,2024-06-19 06:52:51
411,411,67.54,card,completed,2023-08-28 07:28:06
412,412,21.55,cash,completed,2023-09-11 12:02:43
413,413,68.16,cash,completed,2023-06-02 00:55:16
414,414,35.88,card,completed,2024-02-02 13:18:39
415,415,27.9,wallet,completed,2024-12-06 15:31:42
416,416,37.34,wallet,completed,2023-10-27 22:09:39
417,417,41.98,cash,completed,2023-03-10 01:27:24
418,418,50.01,wallet,completed,2023-05-08 06:14:23
419,419,26.34,card,completed,2024-10-11 00:00:49
420,420,22.38,wallet,completed,2023-02-21 09:37:14
421,421,60.64,cash,completed,2023-11-18 23:46:04
422,422,59.88,card,completed,2023-05-25 12:32:39
423,423,31.67,cash,completed,2024-01-19 19:51:02
424,424,57.32,card,completed,2023-07-24 01:09:16
425,425,46.66,wallet,completed,2024-11-24 09:19:58
426,426,44.01,card,completed,2023-01-23 02:48:29
427,427,76.77,wallet,completed,2024-03-27 08:34:03
428,428,56.65,cash,completed,2024-06-23 07:03:59
429,429,19.77,card,completed,2023-07-21 14:27:25
430,430,35.26,wallet,completed,2023-10-05 14:23:52
431,431,78.66,card,completed,2023-08-14 03:57:40
432,432,20.28,wallet,completed,2024-08-16 23:30:35
433,433,24.4,wallet,completed,2023-07-30 21:10:43
434,434,35.6,card,completed,2023-01-11 01:02:47
435,435,20.38,wallet,completed,2024-12-16 07:14:27
436,436,22.4,card,completed,2023-11-21 04:53:53
437,437,21.5,cash,completed,2023-09-28 11:56:11
438,438,33.93,card,completed,2024-08-16 02:48:26
439,439,69.8,wallet,completed,2023-04-11 00:42:42
440,440,62.95,cash,completed,2023-04-12 03:45:38
441,441,17.31,cash,completed,2024-08-24 18:20:40
442,442,48.53,cash,completed,2024-05-27 12:12:19
443,443,65.83,wallet,completed,2023-02-21 11:47:25
444,444,24.4,cash,completed,2024-04-12 10:57:55
445,445,76.81,cash,completed,2023-03-12 12:48:56
446,446,65.47,wallet,completed,2023-10-01 13:48:41
447,447,49.38,cash,completed,2024-03-18 22:26:27
448,448,74.67,wallet,completed,2024-07-10 00:26:45
449,449,71.29,wallet,completed,2024-12-18 21:33:06
450,450,78.45,wallet,completed,2024-04-02 19:08:00
451,451,39.34,cash,completed,2023-11-26 10:24:42
452,452,44.2,card,completed,2023-12-28 21:38:13
453,453,41.88,wallet,completed,2024-03-08 18:51:43
454,454,65.72,card,completed,2023-12-21 23:05:11
455,455,44.06,card,completed,2024-03-06 06:30:26
456,456,18.41,cash,completed,2024-12-30 10:48:26
457,457,60.41,wallet,completed,2023-03-23 17:07:45
458,458,83.38,cash,completed,2023-11-03 16:38:08
459,459,52.59,card,completed,2023-10-10 12:27:44
460,460,33.55,card,completed,2024-10-13 00:17:11
461,461,87.16,cash,completed,2024-08-10 11:27:31
462,462,70.04,card,completed,2024-01-12 09:11:49
463,463,82.36,card,completed,2024-01-16 02:39:04
464,464,68.82,wallet,completed,2023-02-11 02:41:25
465,465,39.3,card,completed,2024-04-14 15:32:40
466,466,54.2,wallet,completed,2024-05-28 12:36:08
467,467,33.34,card,completed,2024-05-29 07:00:44
468,468,73.13,card,completed,2024-08-16 09:29:17
469,469,15.12,cash,completed,2024-10-24 11:24:44
470,470,49.01,card,completed,2024-11-18 05:03:27
471,471,67.35,card,completed,2024-01-14 16:03:06
472,472,51.98,wallet,completed,2024-01-05 16:32:30
473,473,38.14,cash,completed,2024-04-04 02:32:46
474,474,76.25,wallet,completed,2023-01-22 21:29:52
475,475,23.75,wallet,completed,2024-08-17 09:21:01
476,476,25.34,cash,completed,2023-09-30 20:24:01
477,477,39.71,cash,completed,2024-12-08 04:11:52
478,478,59.11,card,completed,2024-02-23 05:24:00
479,479,63.36,card,completed,2024-12-01 04:12:50
480,480,56.97,wallet,completed,2023-10-21 10:39:20
481,481,53.26,card,completed,2024-06-20 15:35:15
482,482,86.3,card,completed,2023-05-10 10:59:23
483,483,80.48,cash,completed,2024-10-20 04:25:08
484,484,69.43,wallet,completed,2023-02-06 22:29:55
485,485,62.87,card,completed,2024-07-11 12:23:30
486,486,15.52,wallet,completed,2023-11-28 18:12:51
487,487,31.65,card,completed,2023-12-03 07:15:10
488,488,82.17,card,completed,2024-06-05 16:08:25
489,489,83.77,wallet,completed,2024-03-24 02:02:18
490,490,60.98,cash,completed,2024-12-28 22:46:59
491,491,55.86,cash,completed,2024-03-15 18:17:31
492,492,64.12,wallet,completed,2023-07-06 17:24:42
493,493,25.13,wallet,completed,2023-09-05 13:22:32
494,494,29.71,cash,completed,2024-10-01 19:41:49
495,495,10.5,card,completed,2023-07-05 06:18:11
496,496,80.7,card,completed,2024-01-13 01:07:58
497,497,64.86,card,completed,2023-04-16 23:48:04
498,498,55.23,cash,completed,2024-05-15 11:50:26
499,499,20.82,wallet,completed,2023-09-01 20:29:32
500,500,23.75,card,completed,2023-10-10 07:55:19
501,501,63.39,cash,completed,2023-04-20 04:58:52
502,502,87.06,cash,completed,2024-05-30 23:15:17
503,503,66.16,cash,completed,2023-03-12 03:02:33
504,504,66.31,card,completed,2024-07-26 15:55:54
505,505,78.09,card,completed,2023-04-23 02:13:06
506,506,54.41,wallet,completed,2024-11-01 06:31:14
507,507,31.23,cash,completed,2024-02-28 22:01:29
508,508,40.19,card,completed,2024-01-05 03:36:33
509,509,86.24,wallet,completed,2024-10-15 15:05:34
510,510,61.51,cash,completed,2023-07-16 12:41:34
511,511,79.91,card,completed,2024-09-22 22:24:34
512,512,34.66,cash,completed,2023-01-07 03:20:05
513,513,21.54,cash,completed,2023-08-20 00:50:53
514,514,48.75,card,completed,2024-11-14 03:40:27
515,515,48.73,wallet,completed,2024-10-01 10:46:07
516,516,31.3,wallet,completed,2023-11-25 02:29:22
517,517,71.81,cash,completed,2023-10-01 07:55:39
518,518,53.19,card,completed,2024-06-24 00:03:20
